procurement_id,agency,contract_title,country,renewal_date,estimated_value,incumbent,prime_pathwy_priority,days_to_renewal,action_required
PROC-00184,San Francisco Municipal Transportation Agency (SFMTA),Pest Control & Sanitation Services — San Francisco Municipal Transportation Agency (SFMTA),US,2026-09-26,"$25,000–$75,000",Recall Holdings,WATCH — 90+ Days,119,Monitor
PROC-00898,Department of Defense (DoD) — DIBBS,Professional Consulting Services — Department of Defense (DoD),US,2026-09-26,"$1,000,000–$2,500,000",Iron Mountain Inc.,WATCH — 90+ Days,119,Monitor
PROC-01811,City of Toronto — Purchasing and Materials Management,Healthcare Facility Support Services — City of Toronto,CA,2026-09-26,"$1,000,000–$2,500,000",Jani-King International,CRITICAL — Bid Now,119,Monitor
PROC-02191,Contra Costa County — Purchasing,Food Services & Catering Contract — Contra Costa County,US,2026-09-26,"$300,000–$500,000",Securitas Security Services USA,MEDIUM — 60-Day Pipeline,119,Monitor
PROC-02231,Toronto Transit Commission (TTC) — Procurement,Transportation & Logistics Services — Toronto Transit Commission (TTC),CA,2026-09-26,"$10,000,000–$25,000,000",Waste Management Inc.,MEDIUM — 60-Day Pipeline,119,Monitor
PROC-02365,City of Fairfield — Purchasing,Transportation & Logistics Services — City of Fairfield,US,2026-09-26,"$1,000,000–$2,500,000",Iron Mountain Inc.,HIGH — Prepare in 30 Days,119,Monitor
PROC-02478,Queensland Government — QTenders,HVAC Maintenance & Mechanical Services — Queensland Government,AU,2026-09-26,"$10,000,000–$25,000,000",ManTech International,MEDIUM — 60-Day Pipeline,119,Monitor
PROC-00814,Bay Area Rapid Transit (BART),Custodial Services Contract — Bay Area Rapid Transit (BART),US,2026-09-27,"$5,000,000–$10,000,000",Stericycle Inc.,HIGH — Prepare in 30 Days,120,Monitor
PROC-02084,Social Security Administration (SSA),Healthcare Facility Support Services — Social Security Administration (SSA),US,2026-09-27,"$25,000–$75,000",Booz Allen Hamilton,CRITICAL — Bid Now,120,Monitor
PROC-00627,City of Atlanta — Department of Procurement,Food Services & Catering Contract — City of Atlanta,US,2026-09-28,"$75,000–$150,000",G4S Secure Solutions,HIGH — Prepare in 30 Days,121,Monitor
PROC-01710,Contra Costa County — Purchasing,Electrical Maintenance & Repair Services — Contra Costa County,US,2026-09-28,"$5,000,000–$10,000,000",Regional Service Provider,CRITICAL — Bid Now,121,Monitor
PROC-02072,Birmingham City Council — Procurement,Fleet Maintenance & Vehicle Repair Services — Birmingham City Council,UK,2026-09-28,"$2,500,000–$5,000,000",Coverall Holding Company,MEDIUM — 60-Day Pipeline,121,Monitor
PROC-02747,California Department of General Services (DGS),AI & Process Automation Implementation Services — California Department of General Services (DGS),US,2026-09-28,"$25,000–$75,000",Local Independent Vendor,WATCH — 90+ Days,121,Monitor
PROC-02757,California Department of Corrections (CDCR),Food Services & Catering Contract — California Department of Corrections (CDCR),US,2026-09-28,"$300,000–$500,000",Local Independent Vendor,HIGH — Prepare in 30 Days,121,Monitor
PROC-02855,Public Services and Procurement Canada (PSPC),Pest Control & Sanitation Services — Public Services and Procurement Canada (PSPC),CA,2026-09-28,"$5,000,000–$10,000,000",Unknown/No Incumbent,MEDIUM — 60-Day Pipeline,121,Monitor
PROC-00081,City of Vacaville — Administrative Services,Temporary Staffing & Workforce Solutions — City of Vacaville,US,2026-09-29,"$1,000,000–$2,500,000",Leidos Holdings Inc.,HIGH — Prepare in 30 Days,122,Monitor
PROC-01097,City of Vallejo — Purchasing Division,Healthcare Facility Support Services — City of Vallejo,US,2026-09-29,"$75,000–$150,000",Leidos Holdings Inc.,WATCH — 90+ Days,122,Monitor
PROC-01773,AusTender — Australian Government Procurement,HVAC Maintenance & Mechanical Services — AusTender,AU,2026-09-29,"$10,000,000–$25,000,000",Jan-Pro Franchising International,HIGH — Prepare in 30 Days,122,Monitor
PROC-02114,US Postal Service (USPS) — Procurement,Debris Removal & Waste Hauling Services — US Postal Service (USPS),US,2026-09-29,"$150,000–$300,000",Booz Allen Hamilton,MEDIUM — 60-Day Pipeline,122,Monitor
PROC-02553,Bay Area Rapid Transit (BART),Uniformed Security Guard Services — Bay Area Rapid Transit (BART),US,2026-09-29,"$500,000–$1,000,000",SAIC (Science Applications International Corp.),MEDIUM — 60-Day Pipeline,122,Monitor
PROC-00580,AusTender — Australian Government Procurement,Food Services & Catering Contract — AusTender,AU,2026-09-30,"$25,000,000+",Jani-King International,WATCH — 90+ Days,123,Monitor
PROC-02440,City of Fairfield — Purchasing,Records Management & Document Digitization Services — City of Fairfield,US,2026-09-30,"$5,000,000–$10,000,000",Jan-Pro Franchising International,MEDIUM — 60-Day Pipeline,123,Monitor
PROC-00032,California Department of Education (CDE),Grounds Maintenance & Landscaping Services — California Department of Education (CDE),US,2026-10-01,"$25,000–$75,000",Waste Management Inc.,WATCH — 90+ Days,124,Monitor
PROC-01055,Queensland Government — QTenders,Professional Consulting Services — Queensland Government,AU,2026-10-01,"$500,000–$1,000,000",Leidos Holdings Inc.,CRITICAL — Bid Now,124,Monitor
PROC-01144,Port of Oakland,Custodial Services Contract — Port of Oakland,US,2026-10-01,"$75,000–$150,000",Xerox Corporation,HIGH — Prepare in 30 Days,124,Monitor
PROC-01384,Province of British Columbia — BC Bid,Pest Control & Sanitation Services — Province of British Columbia,CA,2026-10-01,"$25,000–$75,000",Robert Half International,CRITICAL — Bid Now,124,Monitor
PROC-02665,Department of Transportation (DOT),Food Services & Catering Contract — Department of Transportation (DOT),US,2026-10-01,"$5,000,000–$10,000,000",Local Independent Vendor,HIGH — Prepare in 30 Days,124,Monitor
PROC-02947,City of Calgary — Purchasing,HVAC Maintenance & Mechanical Services — City of Calgary,CA,2026-10-01,"$25,000,000+",Waste Management Inc.,HIGH — Prepare in 30 Days,124,Monitor
PROC-00488,California Department of Education (CDE),Healthcare Facility Support Services — California Department of Education (CDE),US,2026-10-02,"$1,000,000–$2,500,000",Clean Harbors Inc.,MEDIUM — 60-Day Pipeline,125,Monitor
PROC-01721,San Francisco Municipal Transportation Agency (SFMTA),Environmental Compliance & Remediation Services — San Francisco Municipal Transportation Agency (SFMTA),US,2026-10-02,"$25,000–$75,000",Stericycle Inc.,WATCH — 90+ Days,125,Monitor
PROC-02107,Department of Transportation (DOT),IT Infrastructure & Managed Services Contract — Department of Transportation (DOT),US,2026-10-02,"$2,500,000–$5,000,000",ABM Industries Inc.,WATCH — 90+ Days,125,Monitor
PROC-02194,City of Benicia — Finance Department,Professional Consulting Services — City of Benicia,US,2026-10-02,"$10,000,000–$25,000,000",Clean Harbors Inc.,CRITICAL — Bid Now,125,Monitor
PROC-01160,London Borough of Southwark — Procurement,Grounds Maintenance & Landscaping Services — London Borough of Southwark,UK,2026-10-03,"$25,000–$75,000",Kforce Inc.,HIGH — Prepare in 30 Days,126,Monitor
PROC-01565,Queensland Government — QTenders,Grounds Maintenance & Landscaping Services — Queensland Government,AU,2026-10-03,"$500,000–$1,000,000",Xerox Corporation,CRITICAL — Bid Now,126,Monitor
PROC-02371,NSW Government — eTendering,Temporary Staffing & Workforce Solutions — NSW Government,AU,2026-10-03,"$1,000,000–$2,500,000",Booz Allen Hamilton,MEDIUM — 60-Day Pipeline,126,Monitor
PROC-00107,Transport for NSW,Custodial Services Contract — Transport for NSW,AU,2026-10-04,"$10,000,000–$25,000,000",Pitney Bowes Inc.,HIGH — Prepare in 30 Days,127,Monitor
PROC-01973,City of Melbourne — Procurement,AI & Process Automation Implementation Services — City of Melbourne,AU,2026-10-04,"$5,000,000–$10,000,000",Recall Holdings,HIGH — Prepare in 30 Days,127,Monitor
PROC-02379,General Services Administration (GSA),AI & Process Automation Implementation Services — General Services Administration (GSA),US,2026-10-04,"$150,000–$300,000",Xerox Corporation,CRITICAL — Bid Now,127,Monitor
PROC-02068,City of Houston — Office of Business Opportunities,Construction & Facility Renovation Services — City of Houston,US,2026-10-05,"$75,000–$150,000",Kforce Inc.,HIGH — Prepare in 30 Days,128,Monitor
PROC-02605,Crown Commercial Service (CCS),AI & Process Automation Implementation Services — Crown Commercial Service (CCS),UK,2026-10-05,"$25,000,000+",Jacobs Engineering Group,CRITICAL — Bid Now,128,Monitor
PROC-00173,Province of Ontario — Ontario Shared Services,AI & Process Automation Implementation Services — Province of Ontario,CA,2026-10-06,"$25,000,000+",Parsons Corporation,MEDIUM — 60-Day Pipeline,129,Monitor
PROC-00420,Los Angeles Unified School District (LAUSD),IT Infrastructure & Managed Services Contract — Los Angeles Unified School District (LAUSD),US,2026-10-06,"$25,000–$75,000",CACI International,WATCH — 90+ Days,129,Monitor
PROC-00825,City of Seattle — Purchasing & Contracting,Uniformed Security Guard Services — City of Seattle,US,2026-10-06,"$25,000,000+",Xerox Corporation,CRITICAL — Bid Now,129,Monitor
PROC-01827,Los Angeles Unified School District (LAUSD),Construction & Facility Renovation Services — Los Angeles Unified School District (LAUSD),US,2026-10-06,"$5,000,000–$10,000,000",Adecco Group,CRITICAL — Bid Now,129,Monitor
PROC-01945,San Francisco Municipal Transportation Agency (SFMTA),Environmental Compliance & Remediation Services — San Francisco Municipal Transportation Agency (SFMTA),US,2026-10-06,"$25,000–$75,000",Booz Allen Hamilton,CRITICAL — Bid Now,129,Monitor
PROC-01991,Department of Veterans Affairs (VA),Healthcare Facility Support Services — Department of Veterans Affairs (VA),US,2026-10-06,"$25,000–$75,000",Jacobs Engineering Group,CRITICAL — Bid Now,129,Monitor
PROC-02142,Department of Veterans Affairs (VA),HVAC Maintenance & Mechanical Services — Department of Veterans Affairs (VA),US,2026-10-06,"$1,000,000–$2,500,000",Iron Mountain Inc.,WATCH — 90+ Days,129,Monitor
PROC-02168,Transport for London (TfL) — Procurement,Facilities Maintenance & Repair Services — Transport for London (TfL),UK,2026-10-06,"$25,000–$75,000",Coverall Holding Company,MEDIUM — 60-Day Pipeline,129,Monitor
PROC-00386,Department of Energy (DOE),Construction & Facility Renovation Services — Department of Energy (DOE),US,2026-10-07,"$500,000–$1,000,000",Jan-Pro Franchising International,CRITICAL — Bid Now,130,Monitor
PROC-00981,Solano County — Purchasing Services,Electrical Maintenance & Repair Services — Solano County,US,2026-10-07,"$300,000–$500,000",Aramark Corporation,CRITICAL — Bid Now,130,Monitor
PROC-01416,City of Atlanta — Department of Procurement,Professional Consulting Services — City of Atlanta,US,2026-10-07,"$2,500,000–$5,000,000",Sodexo USA,WATCH — 90+ Days,130,Monitor
PROC-02228,California Department of Transportation (Caltrans),Fleet Maintenance & Vehicle Repair Services — California Department of Transportation (Caltrans),US,2026-10-07,"$10,000,000–$25,000,000",Jani-King International,MEDIUM — 60-Day Pipeline,130,Monitor
PROC-02621,Province of British Columbia — BC Bid,Professional Consulting Services — Province of British Columbia,CA,2026-10-07,"$150,000–$300,000",G4S Secure Solutions,HIGH — Prepare in 30 Days,130,Monitor
PROC-00052,Port of Oakland,Construction & Facility Renovation Services — Port of Oakland,US,2026-10-08,"$500,000–$1,000,000",Leidos Holdings Inc.,HIGH — Prepare in 30 Days,131,Monitor
PROC-00188,Queensland Government — QTenders,Environmental Compliance & Remediation Services — Queensland Government,AU,2026-10-08,"$5,000,000–$10,000,000",Fluor Corporation,WATCH — 90+ Days,131,Monitor
PROC-01188,Toronto Transit Commission (TTC) — Procurement,Public Works & Infrastructure Maintenance — Toronto Transit Commission (TTC),CA,2026-10-08,"$75,000–$150,000",Unknown/No Incumbent,HIGH — Prepare in 30 Days,131,Monitor
PROC-01396,Port of Oakland,Pest Control & Sanitation Services — Port of Oakland,US,2026-10-08,"$25,000–$75,000",ManTech International,CRITICAL — Bid Now,131,Monitor
PROC-01407,US Army Corps of Engineers,Debris Removal & Waste Hauling Services — US Army Corps of Engineers,US,2026-10-08,"$2,500,000–$5,000,000",Iron Mountain Inc.,HIGH — Prepare in 30 Days,131,Monitor
PROC-01859,Sacramento County — Purchasing Division,Public Works & Infrastructure Maintenance — Sacramento County,US,2026-10-08,"$75,000–$150,000",CACI International,CRITICAL — Bid Now,131,Monitor
PROC-02291,Department of Veterans Affairs (VA),Facilities Maintenance & Repair Services — Department of Veterans Affairs (VA),US,2026-10-08,"$25,000–$75,000",Waste Management Inc.,WATCH — 90+ Days,131,Monitor
PROC-01276,City of Melbourne — Procurement,Healthcare Facility Support Services — City of Melbourne,AU,2026-10-09,"$5,000,000–$10,000,000",ABM Industries Inc.,MEDIUM — 60-Day Pipeline,132,Monitor
PROC-01596,City of Atlanta — Department of Procurement,Debris Removal & Waste Hauling Services — City of Atlanta,US,2026-10-09,"$2,500,000–$5,000,000",Sodexo USA,CRITICAL — Bid Now,132,Monitor
PROC-02655,Crown Commercial Service (CCS),HVAC Maintenance & Mechanical Services — Crown Commercial Service (CCS),UK,2026-10-09,"$1,000,000–$2,500,000",Fluor Corporation,WATCH — 90+ Days,132,Monitor
PROC-00690,Province of British Columbia — BC Bid,Transportation & Logistics Services — Province of British Columbia,CA,2026-10-10,"$25,000,000+",CACI International,HIGH — Prepare in 30 Days,133,Monitor
PROC-00725,Highways England (National Highways),Healthcare Facility Support Services — Highways England (National Highways),UK,2026-10-10,"$5,000,000–$10,000,000",Adecco Group,HIGH — Prepare in 30 Days,133,Monitor
PROC-01875,Public Services and Procurement Canada (PSPC),Electrical Maintenance & Repair Services — Public Services and Procurement Canada (PSPC),CA,2026-10-10,"$25,000,000+",Waste Management Inc.,WATCH — 90+ Days,133,Monitor
PROC-02601,City of Fairfield — Purchasing,Food Services & Catering Contract — City of Fairfield,US,2026-10-10,"$10,000,000–$25,000,000",AECOM Technology Corp.,HIGH — Prepare in 30 Days,133,Monitor
PROC-02649,General Services Administration (GSA),Facilities Maintenance & Repair Services — General Services Administration (GSA),US,2026-10-10,"$1,000,000–$2,500,000",ManTech International,WATCH — 90+ Days,133,Monitor
PROC-02650,General Services Administration (GSA),Fleet Maintenance & Vehicle Repair Services — General Services Administration (GSA),US,2026-10-10,"$1,000,000–$2,500,000",CACI International,HIGH — Prepare in 30 Days,133,Monitor
PROC-01231,City of Chicago — Department of Procurement Services,Electrical Maintenance & Repair Services — City of Chicago,US,2026-10-12,"$2,500,000–$5,000,000",AECOM Technology Corp.,HIGH — Prepare in 30 Days,135,Monitor
