content_id,filename,filepath,content_type,platform,priority,funnel_stage,tag_1,tag_2,word_count_estimate,status,publish_date,repurpose_to
PP-0610,industry_report_010.md,Industry_Reports/industry_report_010.md,Data-Driven Report,"Website,Email,LinkedIn",High,Retention,business-process-audit,local-market-solano,800,Draft,,
PP-0611,industry_report_011.md,Industry_Reports/industry_report_011.md,Data-Driven Report,"Website,Email,LinkedIn",High,Awareness,local-market-solano,consulting-conversion,800,Draft,,
PP-0612,industry_report_012.md,Industry_Reports/industry_report_012.md,Data-Driven Report,"Website,Email,LinkedIn",High,Authority,consulting-conversion,authority-positioning,800,Draft,,
PP-0613,industry_report_013.md,Industry_Reports/industry_report_013.md,Data-Driven Report,"Website,Email,LinkedIn",High,Consideration,authority-positioning,NEPQ-persuasion,800,Draft,,
PP-0614,industry_report_014.md,Industry_Reports/industry_report_014.md,Data-Driven Report,"Website,Email,LinkedIn",High,Conversion,NEPQ-persuasion,sovereign-systems,800,Draft,,
PP-0615,industry_report_015.md,Industry_Reports/industry_report_015.md,Data-Driven Report,"Website,Email,LinkedIn",High,Retention,sovereign-systems,financial-operations,800,Draft,,
PP-0616,industry_report_016.md,Industry_Reports/industry_report_016.md,Data-Driven Report,"Website,Email,LinkedIn",High,Awareness,financial-operations,client-management,800,Draft,,
PP-0617,industry_report_017.md,Industry_Reports/industry_report_017.md,Data-Driven Report,"Website,Email,LinkedIn",High,Authority,client-management,SOP-architecture,800,Draft,,
PP-0618,industry_report_018.md,Industry_Reports/industry_report_018.md,Data-Driven Report,"Website,Email,LinkedIn",High,Consideration,SOP-architecture,CRM-workflows,800,Draft,,
PP-0619,industry_report_019.md,Industry_Reports/industry_report_019.md,Data-Driven Report,"Website,Email,LinkedIn",High,Conversion,CRM-workflows,lead-generation,800,Draft,,
PP-0620,industry_report_020.md,Industry_Reports/industry_report_020.md,Data-Driven Report,"Website,Email,LinkedIn",High,Retention,lead-generation,revenue-optimization,800,Draft,,
PP-0621,industry_report_021.md,Industry_Reports/industry_report_021.md,Data-Driven Report,"Website,Email,LinkedIn",High,Awareness,revenue-optimization,facility-management,800,Draft,,
PP-0622,industry_report_022.md,Industry_Reports/industry_report_022.md,Data-Driven Report,"Website,Email,LinkedIn",High,Authority,facility-management,property-management,800,Draft,,
PP-0623,industry_report_023.md,Industry_Reports/industry_report_023.md,Data-Driven Report,"Website,Email,LinkedIn",High,Consideration,property-management,industrial-services,800,Draft,,
PP-0624,industry_report_024.md,Industry_Reports/industry_report_024.md,Data-Driven Report,"Website,Email,LinkedIn",High,Conversion,industrial-services,workforce-deployment,800,Draft,,
PP-0625,industry_report_025.md,Industry_Reports/industry_report_025.md,Data-Driven Report,"Website,Email,LinkedIn",High,Retention,workforce-deployment,inspection-systems,800,Draft,,
